Country,Currency,Indicator_Name,GDP_Year_1970,GDP_Year_1971,GDP_Year_1972,GDP_Year_1973,GDP_Year_1974,GDP_Year_1975,GDP_Year_1976,GDP_Year_1977,GDP_Year_1978,GDP_Year_1979,GDP_Year_1980,GDP_Year_1981,GDP_Year_1982,GDP_Year_1983,GDP_Year_1984,GDP_Year_1985,GDP_Year_1986,GDP_Year_1987,GDP_Year_1988,GDP_Year_1989,GDP_Year_1990,GDP_Year_1991,GDP_Year_1992,GDP_Year_1993,GDP_Year_1994,GDP_Year_1995,GDP_Year_1996,GDP_Year_1997,GDP_Year_1998,GDP_Year_1999,GDP_Year_2000,GDP_Year_2001,GDP_Year_2002,GDP_Year_2003,GDP_Year_2004,GDP_Year_2005,GDP_Year_2006,GDP_Year_2007,GDP_Year_2008,GDP_Year_2009,GDP_Year_2010,GDP_Year_2011,GDP_Year_2012,GDP_Year_2013,GDP_Year_2014,GDP_Year_2015,GDP_Year_2016,GDP_Year_2017,GDP_Year_2018,GDP_Year_2019,GDP_Year_2020
Afghanistan,Afghani,Final consumption expenditure,74842341,80841530,72319645,72764132,85830368,95907780,100440944,116284870,129773266,141741707,144254364,151731661,155293551,154386997,152551424,150808450,150391505,135111716,122894752,144526987,161186662,159094582,167846167,143777765,762560507,2486308887,7477209182,10127375725,10489453156,124435000000,200909000000,219099000000,236241000000,305741000000,340364000000,392406000000,434836000000,570245000000,639784000000,672967000000,789122000000,892225000000,1003840000000,1076300000000,1110370000000,1169480000000,1261760000000,1219920000000,1438900000000,1761490000000,1628090000000
Afghanistan,Afghani,Household consumption expenditure (including Non-profit institutions serving households),69796803,75391553,67444176,67858699,80044067,89442104,93669662,108445462,121024529,132186112,134529377,141502584,144824357,143978911,142267070,140641648,140252757,126003033,114609878,134783422,150319998,148370067,156529246,134084705,711177049,2318526011,6973427004,9445774993,9779273756,116098000000,187439000000,204000000000,220769000000,284376000000,312604000000,356932000000,389523000000,508525000000,570824000000,583318000000,655588000000,737072000000,816116000000,863705000000,873031000000,915786000000,980420000000,946461000000,1175210000000,1405140000000,1354290000000
Afghanistan,Afghani,General government final consumption expenditure,5045538,5449977,4875469,4905434,5786301,6465676,6771281,7839408,8748737,9555595,9724987,10229077,10469194,10408086,10284354,10166802,10138748,9108683,8284874,9743565,10866665,10724515,11316921,9693060,51383458,167782876,503782178,681600732,710179399,8336897135,13469951114,15099422831,15471738972,21364702658,27759601073,35474218783,45312347850,61720465714,68960085524,89649387644,133534000000,155153000000,187724000000,212590000000,237340000000,253694000000,281337000000,273463000000,263688000000,356350000000,273796000000
Afghanistan,Afghani,Gross capital formation,4257383,4455400,4655393,5477588,7877509,9977433,14521726,16321653,19688210,21322598,21283699,22736661,23183199,22984885,22779544,22495325,22426740,20158878,18331539,21558225,24045338,22835900,22914947,18766697,94045302,293822761,846042706,1103212191,1097453076,12395065806,19355015860,22724341185,22987797733,26227931877,40614232317,60291825243,77223209094,82437546879,81304458205,86503582195,98349820407,105487000000,125055000000,139102000000,145850000000,156783000000,153848000000,173633000000,200603000000,170303000000,181686000000
Afghanistan,Afghani,Gross fixed capital formation (including Acquisitions less disposals of valuables),4257383,4455400,4655393,5477588,7877509,9977433,14521726,16321653,19688210,21322598,21283699,22736661,23183199,22984885,22779544,22495325,22426740,20158878,18331539,21558225,24045338,22835900,22914947,18766697,94045302,293822761,846042706,1103212191,1097453076,12395065806,19355015860,22724341185,22987797733,26227931877,40614232317,60291825243,77223209094,82437546879,81304458205,86503582195,98349820407,105487000000,125055000000,139102000000,145850000000,156783000000,153848000000,173633000000,200603000000,170303000000,181686000000
Afghanistan,Afghani,Exports of goods and services,7452582,8710809,10244089,10210753,12821782,13521749,14821708,15432795,15966110,18554405,18616684,19367486,20055432,19856442,19597699,19414997,19341293,17375703,15810367,18588835,20732664,22865863,27272786,25668979,150824684,526028611,1682506008,2393062199,2599544985,32506931436,54244168763,58012168819,59610943615,95033653375,96954273409,101500000000,116461000000,119937000000,132239000000,138995000000,124773000000,97985041710,104653000000,135975000000,158692000000,185698000000,203769000000,302101000000,221644000000,179251000000,204336000000
Afghanistan,Afghani,Imports of goods and services,8787168,12432907,13066209,11832916,13755081,15021699,16677200,19121560,20399289,22842503,23224644,24244340,24942890,24774512,24452983,24198527,24123877,21670060,19714419,23182524,25854780,32623323,43732794,44285677,278311529,1008792622,3331224589,4849780514,5380862944,68768978942,116237000000,128908000000,123099000000,185255000000,197458000000,211479000000,223397000000,235921000000,209931000000,202071000000,237071000000,268830000000,356736000000,389098000000,363664000000,379660000000,396457000000,410197000000,533460000000,641452000000,493722000000
Afghanistan,Afghani,Gross Domestic Product (GDP),77911878,81574837,74152916,76619555,92774575,104385259,113107176,128917758,145028303,158776212,160930107,169591475,173589299,172453817,170475688,168520249,168035667,150976242,137322243,161491528,180109889,172172997,174301038,143927675,729118301,2297365030,6674524156,8773855716,8805572314,100568000000,158271000000,170927000000,195741000000,230601000000,257814000000,307885000000,354705000000,470251000000,514400000000,583525000000,682800000000,811093000000,974457000000,1086610000000,1119230000000,1144180000000,1222920000000,1285460000000,1327690000000,1469600000000,1520390000000
Afghanistan,Afghani,"Agriculture, hunting, forestry, fishing (ISIC A-B)",39144915,40985832,37256238,38495566,46614472,52443029,56828137,64783653,72840388,79787105,80913587,85042327,87361221,86852866,84820381,85705731,84814492,72469845,79587587,107412351,76386180,79884449,94483549,88227694,531435439,1524240223,4272634989,5476357142,5347113177,59006248856,90677543279,92408599810,88346347435,96629884975,91814879525,108214000000,121995000000,165838000000,158973000000,191312000000,211079000000,241945000000,278267000000,302925000000,307554000000,292135000000,314783000000,339621000000,292661000000,378773000000,410712000000
Afghanistan,Afghani,"Mining, Manufacturing, Utilities (ISIC C-E)",16950494,17747432,16132515,16669478,20184170,22708862,24609279,28047442,31545041,34558276,35005941,36861823,37855412,37446464,36970353,37109443,36014547,32601317,24979320,25595537,35196549,35036284,24167467,15693733,60464622,130325123,447980556,724517633,909339990,13662984389,26180666401,32745393170,34500281838,34321318564,36786434106,39985839233,42083468241,55987864461,59048738705,51779261816,53567157209,68156742547,74155431387,72842349677,72013478927,74063576359,87968286106,88744062782,129898000000,161174000000,141533000000
Afghanistan,Afghani,Manufacturing (ISIC D),16656025,17439118,15852256,16379890,19833525,22314355,24181760,27560193,30997026,33957925,34397807,36221425,37197817,36795914,36328005,36464991,35388698,32034692,24545615,25151671,34585566,34425038,23746890,15422619,59421683,128049619,439926999,712162892,894235056,13426415909,25696472675,32081905264,34045359787,33723374313,35715064903,38249833316,39483575031,51798058496,54041119874,45408305075,44487012387,51287885088,54014939185,50776773829,47954046420,45506163974,50313204916,45382180145,81788081171,103506000000,90628426716
Afghanistan,Afghani,Construction (ISIC F),2105652,2204658,2004015,2070762,2507387,2820801,3057283,3484255,3917486,4295053,4348171,4573346,4715514,4643473,4570956,4676836,4403851,3993433,3373868,3837139,5319147,5452388,6505426,5605871,26461795,113912117,350306850,474888573,492807013,5867282933,9506189256,10727270836,9189872897,10551981576,15983611175,21928361473,26886382113,27231888667,26443979924,27365967692,28996348395,30366028226,34226840061,36963427585,39058844238,41530873548,40032072057,40468789529,47843322388,45423326072,48073662538
Afghanistan,Afghani,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",10187063,10665491,9696139,10017743,12128242,13653970,14784006,16846203,19003136,20707671,21012081,22400903,22333513,22584455,23278935,19972355,23167322,23112210,14619889,8824561,41383264,29284178,24096097,18268127,49199579,215295543,553949920,628522897,537040388,5005600446,6862109507,7743374796,17594121883,22405411708,24791093124,28804629338,32685274183,44344168899,50570709591,53342731660,62712602353,76076947070,100386000000,112520000000,113712000000,121458000000,134292000000,152949000000,152899000000,161358000000,153407000000
Afghanistan,Afghani,"Transport, storage and communication (ISIC I)",3776142,3953579,3593778,3713670,4496180,5058560,5483739,6245715,7026770,7708496,7780563,8218378,8478025,8234411,8316478,8422857,7471872,7793465,6575134,7351002,10377987,10851928,12349681,6252968,19919093,143144760,457672321,627726251,659710813,7978650493,13070602984,15817002883,19403492066,26598320645,31063116870,30265549031,33721027274,45926431905,55893178176,66023619017,77087050016,86351720810,108508000000,125094000000,119058000000,116115000000,107447000000,107075000000,115406000000,116882000000,154009000000
Afghanistan,Afghani,Other Activities (ISIC J-P),5748452,6018724,5471029,5653163,6845123,7701157,8345963,9511870,10697011,11721428,11871400,12496409,12848057,12693247,12520257,12637398,12160770,11008785,8183636,8465880,11445638,11663770,12698818,9879282,41637773,170447263,502235454,655007637,651775583,7365171741,11506275914,11485763081,24707058850,32998895849,44562208560,61118302367,73402715567,98007393329,122783000000,148734000000,202709000000,257777000000,309590000000,352123000000,399668000000,426059000000,480065000000,489772000000,521370000000,536986000000,545045000000
Afghanistan,Afghani,Total Value Added,77912718,81575717,74153714,76620382,92775575,104386378,113108409,128919139,145029834,158778029,160931743,169593185,173591741,172454917,170477362,168524620,168032855,150979054,137319433,161486469,180108764,172172997,174301039,143927675,729118301,2297365029,6584780089,8587020134,8597786963,98885938859,157803000000,170927000000,193741000000,223506000000,245001000000,290317000000,330774000000,437336000000,473712000000,538558000000,636152000000,760673000000,905133000000,1002470000000,1051060000000,1071360000000,1164590000000,1218630000000,1260080000000,1400600000000,1452780000000
Albania,Lek,Final consumption expenditure,7591456824,7809842024,8034541337,8263282773,8503419589,8748178017,8989322471,9266508644,9525546277,9753273697,10150000000,10347000000,10468000000,10986000000,11386000000,11449000000,11957000000,12448000000,12372000000,13037000000,13942000000,17896530978,84079815898,161709000000,195244000000,230757000000,380717000000,383296000000,431575000000,449901000000,463244000000,500543000000,557807000000,619648000000,652200000000,707476000000,769319000000,890645000000,1010140000000,1052100000000,1106590000000,1161110000000,1183690000000,1229290000000,1287020000000,1316770000000,1358070000000,1412740000000,1479510000000,1543610000000,1529920000000
Albania,Lek,Household consumption expenditure (including Non-profit institutions serving households),6562803916,6751434817,6945820110,7143799430,7350485573,7563205202,7772240602,8007116931,8239022309,8434574958,8755000000,8976000000,9048000000,9519000000,9833000000,9881000000,10345000000,10785000000,10764000000,11392000000,12227000000,14400464200,74449595539,144617000000,170589000000,200489000000,349428000000,348751000000,390331000000,403710000000,414666000000,440671000000,488607000000,544430000000,569540000000,618767000000,677444000000,789482000000,897974000000,925018000000,968278000000,1018380000000,1039150000000,1080440000000,1127230000000,1157410000000,1192130000000,1234440000000,1294780000000,1351630000000,1338450000000
Albania,Lek,General government final consumption expenditure,1028652908,1058407207,1088721227,1119483343,1152934016,1184972815,1217081869,1259391713,1286523968,1318698739,1395000000,1371000000,1420000000,1467000000,1553000000,1568000000,1612000000,1663000000,1608000000,1645000000,1715000000,3496066778,9630220359,17092457849,24654363640,30267575990,31288180607,34544711676,41243902794,46190465083,48578483196,59871840820,69200333759,75218229939,82660753718,88709365209,91875347010,101163000000,112163000000,127085000000,138312000000,142733000000,144541000000,148850000000,159788000000,159361000000,165938000000,178299000000,184731000000,191980000000,191463000000
Albania,Lek,Gross capital formation,4124250102,4241593036,4361719825,4493953222,4614034834,4742896827,4915131896,4993780839,5151461420,5468656296,5233000000,5655000000,6508000000,5963000000,5235000000,5672000000,5456000000,4817000000,4971000000,5926000000,4108000000,1161993339,2544580569,15968865887,31858747939,46578697807,47123882674,56527529552,84223105621,107805000000,159916000000,206951000000,220117000000,243267000000,278802000000,304937000000,332252000000,351305000000,386649000000,395320000000,375720000000,408573000000,377566000000,378724000000,358240000000,370324000000,371416000000,388476000000,391345000000,399011000000,347516000000
Albania,Lek,Gross fixed capital formation (including Acquisitions less disposals of valuables),3835283943,3946218621,4057625610,4175610811,4298647894,4411069274,4550550554,4689921998,4766094139,4995827523,5134000000,4997000000,5743000000,5853000000,6099000000,5594000000,5456000000,5502000000,5418000000,5854000000,5810000000,1161993339,2544580569,15968865887,31858747939,46578697807,70600197126,68345839067,82884976510,104436000000,159916000000,206951000000,220117000000,243267000000,278802000000,304937000000,332252000000,351305000000,366882000000,374169000000,352412000000,381944000000,353044000000,352088000000,337087000000,350164000000,358813000000,381094000000,390567000000,377068000000,373022000000
Albania,Lek,Changes in inventories,288966160,295374416,304094214,318342412,315386940,331827554,364581341,303858841,385367281,472828773,99000000,658000000,765000000,110000000,-864000000,78000000,0,-685000000,-447000000,72000000,-1702000000,,,,,,-23476314452,-11818309515,1338129111,3369356204,,,,,,,,,19766925348,21150642019,23307779726,26628314457,24522027034,26635722745,21153093188,20160024888,12602872911,7381605207,778734690,21943005763,-25506186255
Albania,Lek,Exports of goods and services,2542506255,2615685812,2692402508,2765928100,2848106352,2936312805,2998735756,3109561098,3217581431,3192976993,3465687560,3564222510,3092826347,2936511800,2773930986,2641669497,2526590307,2574730710,2688476006,3233855230,2413077499,1143914563,5622767165,18657591828,20203941593,27670794686,41838953876,36398234514,47873112733,80466616551,100818000000,120203000000,127872000000,141291000000,163889000000,185062000000,220013000000,272741000000,273437000000,288738000000,346846000000,380322000000,385682000000,390386000000,393657000000,391098000000,426693000000,489536000000,516748000000,529638000000,374390000000
Albania,Lek,Imports of goods and services,2522979098,2595159423,2669958236,2746964401,2824328432,2907540208,2991566974,3069738773,3172170734,3258502505,3316687560,3500222510,3531826347,3167511800,2891930986,2906669497,2556590307,2593730710,3030476006,3522855230,3652077499,4368789846,43312862586,75359191943,69324503419,76548868741,121065000000,129175000000,154683000000,165784000000,217214000000,254440000000,290470000000,312933000000,330688000000,384867000000,428142000000,530598000000,563565000000,570300000000,602021000000,676026000000,634054000000,633950000000,658512000000,638749000000,674866000000,722980000000,740395000000,760932000000,613777000000
Albania,Lek,Gross Domestic Product (GDP),11327885280,11652924299,11987632242,12332717304,12685079084,13050551845,13428728389,13803731983,14211379629,14630301363,14992859359,15508323363,15962974197,16137691397,15930154391,16270901195,16779608180,16647363669,16410868012,18025795498,16228428506,15833649034,48934315111,120976000000,177982000000,221803000000,334359000000,331324000000,384848000000,443594000000,501199000000,563449000000,610494000000,677738000000,737656000000,804163000000,872735000000,965528000000,1080680000000,1143940000000,1239640000000,1300620000000,1332810000000,1350050000000,1395300000000,1434310000000,1472480000000,1550650000000,1636730000000,1691730000000,1619930000000
Albania,Lek,"Agriculture, hunting, forestry, fishing (ISIC A-B)",4323967009,4448794973,4576753512,4705737959,4845319055,4983138102,5114904206,5289364702,5420564221,5531279927,5848064904,5833390975,5874500492,6388088131,6121381176,6535611191,6622982903,6416203603,6001188925,6758968558,6761208629,6966184637,27487782670,68475985171,100743000000,125420000000,121743000000,104511000000,110781000000,114974000000,122871000000,127994000000,134462000000,148955000000,151496000000,151547000000,154547000000,165623000000,181954000000,192117000000,222589000000,237062000000,250126000000,264140000000,278924000000,283709000000,292287000000,294966000000,301641000000,311130000000,310652000000
Albania,Lek,"Mining, Manufacturing, Utilities (ISIC C-E)",3973327576,4088128469,4205046384,4324623957,4452817884,4576247735,4704145465,4860623665,4967417196,5109661312,5361171973,5300440269,5561401432,5545881092,5574769972,5616379987,5848915375,6101035568,6099138028,6161412105,6528250332,5492417905,8925701188,18129155831,24133224832,28133501068,34285736786,30923839519,31502930933,35273807307,40402941862,43337155302,41767839783,55956331058,66378022533,78340756931,84490491384,90626289384,100952000000,108162000000,148888000000,153072000000,153668000000,172462000000,179946000000,184396000000,180221000000,173995000000,201251000000,204046000000,187880000000
Albania,Lek,Manufacturing (ISIC D),1973238930,2030251475,2088315648,2147699960,2211363927,2272662974,2336176887,2413889411,2466929933,2537555207,2662479452,2632331695,2761844498,2754269973,2768611640,2788884383,2905191420,3029954242,3027338175,3063179534,3240706249,2721724079,4464178640,8947593999,11895995213,14459746784,16242607614,15186054214,18179879203,20105561668,21641149209,23095560884,24826127080,27951187994,30816118118,35591187695,42807457705,51142473804,54009604274,59456957787,67586936862,73639868733,61501604968,68310104101,74311432813,81346561055,83701900000,95491336802,100385000000,105917000000,100477000000
Albania,Lek,Construction (ISIC F),1196748196,1231332392,1266561311,1302528936,1341197624,1378411645,1416675919,1464218989,1496355838,1537948959,1616362590,1596562499,1669804007,1680534346,1674497464,1670109949,1821473093,1784403793,1759157993,2190254032,1558868234,1518287284,5411259840,15874148339,24797759407,33053883808,23804688362,29077586572,27559335212,38080831618,56807844328,79132155481,99295383424,107077000000,115569000000,123357000000,136383000000,154041000000,170957000000,171115000000,160249000000,165378000000,151793000000,138878000000,120168000000,127762000000,131089000000,141692000000,147036000000,144591000000,137151000000
Albania,Lek,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",1061490182,1091272849,1122810411,1156880172,1185726322,1222997599,1265401368,1276556014,1341938228,1401387943,1307728953,1555034024,1594152729,1486446833,1486967602,1465772547,1490749352,1425084577,1485334793,1681153323,1052174621,1210971185,4208955977,11083040967,16757258124,20703162312,65343098738,65396623144,74959575927,94040805901,94064654170,95674493849,96195904716,97992324961,103042000000,111000000000,116064000000,128937000000,142655000000,149736000000,157482000000,163372000000,168103000000,171146000000,179299000000,180308000000,189271000000,200610000000,214912000000,228967000000,214817000000
Albania,Lek,"Transport, storage and communication (ISIC I)",228698167,235114863,241909703,249249843,255464932,263495274,272630098,275034810,289121856,301924815,281755852,335034847,343437540,320292723,320358483,315709516,321397011,306892605,319671885,363489217,225817447,260145453,922656492,2325970949,3610127611,4815886824,11949404183,15207779348,21580615706,27360799811,28230947478,39832375985,42138128392,43514483284,53800059977,61577235899,67947384970,81317651575,88975746187,94416173072,91830380592,97247224043,97904264564,80375877988,80929898184,86415225149,90502800000,97464660552,100700000000,105221000000,101213000000
Albania,Lek,Other Activities (ISIC J-P),944760853,971268418,999337954,1029660929,1055335160,1088508072,1126247585,1136177273,1194369986,1247275957,1163927862,1384033568,1418821990,1323029858,1323437509,1304482743,1327063619,1268199499,1321616901,1497754454,935436653,1077005588,3764145194,9792007791,14919696719,18827840261,55691837244,59597605670,72770990524,86351162552,99749593247,117723000000,128918000000,142543000000,157255000000,177672000000,195833000000,220754000000,251423000000,274250000000,296447000000,314990000000,333153000000,350696000000,378575000000,397136000000,407832000000,445763000000,466019000000,484871000000,465883000000
Albania,Lek,Total Value Added,11728991983,12065911964,12412419274,12768681796,13135860976,13512798427,13900004641,14301975453,14709767325,15129478913,15579012136,16004496183,16462118191,16744272983,16501412205,16908065933,17432581352,17301819645,16986108525,18653031689,17061755915,16525012052,50720501361,125680000000,184961000000,230955000000,312817000000,304714000000,339154000000,396082000000,442127000000,503693000000,542778000000,596038000000,647539000000,703494000000,755265000000,841299000000,936917000000,989796000000,1077480000000,1131120000000,1154750000000,1177700000000,1217840000000,1259730000000,1291200000000,1354490000000,1431560000000,1478820000000,1417600000000
Algeria,Algerian Dinar,Final consumption expenditure,18572971187,20010997445,23481177078,24909554848,31670037165,39443857592,45202834357,56237599781,65507801870,76002882497,92576708752,113588000000,126283000000,140947000000,165279000000,185757000000,209410000000,212981000000,279375000000,336461000000,403897000000,547499000000,733451000000,870781000000,1101960000000,1455760000000,1741300000000,1891130000000,2061390000000,2215430000000,2275470000000,2473520000000,2689710000000,2903820000000,3217920000000,3418910000000,3650450000000,4052820000000,4791800000000,5353280000000,6181320000000,7563400000000,8504460000000,8956650000000,9674390000000,10457300000000,11104800000000,11611300000000,12076300000000,12348200000000,12556700000000
Algeria,Algerian Dinar,Household consumption expenditure (including Non-profit institutions serving households),15184710445,16132342999,18943615262,20410807978,25740817542,31472562329,35956491866,44648170499,50909261129,58522235000,70224880824,87232992928,95621473470,106252000000,125911000000,139810000000,156516000000,154983000000,214234000000,265667000000,313827000000,419304000000,548679000000,649569000000,838012000000,1115540000000,1335910000000,1431280000000,1557740000000,1671810000000,1715310000000,1848940000000,1989270000000,2126300000000,2371020000000,2553030000000,2695580000000,2963820000000,3333290000000,3743920000000,4115570000000,4548230000000,5210990000000,5769780000000,6264720000000,6853950000000,7446020000000,8034220000000,8568250000000,8886390000000,8859200000000
Algeria,Algerian Dinar,General government final consumption expenditure,3388260742,3878654446,4537561816,4498746870,5929219623,7971295263,9246342492,11589429281,14598540741,17480647497,22351827929,26354976208,30661135712,34694285103,39367458201,45946701901,52893259207,57998048292,65141012873,70794022265,90070036263,128195000000,184772000000,221211000000,263945000000,340220000000,405384000000,459848000000,503650000000,543624000000,560157000000,624582000000,700435000000,777522000000,846896000000,865879000000,954868000000,1089000000000,1458510000000,1609370000000,2065760000000,3015170000000,3293470000000,3186870000000,3409670000000,3603310000000,3658780000000,3577110000000,3508080000000,3461790000000,3697500000000
Algeria,Algerian Dinar,Gross capital formation,8428144157,8558148666,10054645012,13424169281,22000614878,27744195559,31818420411,40676470922,54437942733,54248582968,63297986505,70597307156,77082380814,87523080314,92219202502,96438935385,108537000000,93563656838,97709838402,128332000000,159677000000,265835000000,318733000000,335070000000,466364000000,630898000000,642469000000,645277000000,771347000000,847088000000,966394000000,1164360000000,1397960000000,1593590000000,2045410000000,2393850000000,2564980000000,3223890000000,4124650000000,4672660000000,4968140000000,5551840000000,6347400000000,7223630000000,7848390000000,8486820000000,8893530000000,9163200000000,9669580000000,9395220000000,7975700000000
Algeria,Algerian Dinar,Gross fixed capital formation (including Acquisitions less disposals of valuables),7805254316,7979342096,9384479178,11877186623,16963993296,23974990525,31357987607,38432984811,50789979928,50374980092,54880978311,63044975084,71487971748,80318968258,87481965427,92764963339,101333000000,92879963293,91743363743,115796000000,141877000000,215779000000,277974000000,324135000000,407545000000,541826000000,639447000000,638120000000,728754000000,789799000000,852629000000,965463000000,1111310000000,1265160000000,1476900000000,1691640000000,1969460000000,2462120000000,3228340000000,3811420000000,4350920000000,4620310000000,4992410000000,5690890000000,6446690000000,7062260000000,7544330000000,7697960000000,8211270000000,7904610000000,7540700000000
Algeria,Algerian Dinar,Changes in inventories,622889841,578806570,670165833,1546982658,5036621582,3769205034,460432804,2243486111,3647962806,3873602876,8417008194,7552332071,5594409067,7204112056,4737237075,3673972046,7204112056,683693545,5966474659,12536048835,17800580140,50056584198,40759457290,10935240157,58819361580,89072118392,3022035284,7157539073,42593327080,57289267574,113765000000,198901000000,286654000000,328425000000,568511000000,702213000000,595525000000,761767000000,896307000000,861238000000,617218000000,931535000000,1354990000000,1532740000000,1401700000000,1424560000000,1349200000000,1465240000000,1458320000000,1490610000000,435000000000
Algeria,Algerian Dinar,Exports of goods and services,5632115886,4846486149,6543021717,9289540812,21355327248,20667861918,24308734185,26494853981,26629553284,39819109463,55677707383,66034587112,64079950562,65198453662,67537232668,68477134470,38627768962,45731909971,49786358986,77884034894,129304000000,245983000000,265697000000,251737000000,341804000000,531860000000,779947000000,835352000000,650804000000,909526000000,1730890000000,1547440000000,1602210000000,2008950000000,2462920000000,3569650000000,4149710000000,4402230000000,5298030000000,3525860000000,4610100000000,5658620000000,5979810000000,5528760000000,5206330000000,3872630000000,3655740000000,4272110000000,5273970000000,4656500000000,3309300000000
Algeria,Algerian Dinar,Imports of goods and services,7022882619,6924660484,7773580361,10946756666,19624381572,26472008252,27468719472,36434106812,42068433114,42196782244,49472573603,59240143012,60397290645,60450435207,61725904696,59624187677,50939564061,39994591922,79670115926,121396000000,139490000000,198895000000,245159000000,269860000000,425661000000,617779000000,598338000000,596305000000,657869000000,739641000000,857555000000,933216000000,1162330000000,1254040000000,1577140000000,1820430000000,1863500000000,2326060000000,3170780000000,3583770000000,3768000000000,4184890000000,4622070000000,5061120000000,5500520000000,6104030000000,6139440000000,6170470000000,6567570000000,5971550000000,5118200000000
Algeria,Algerian Dinar,Gross Domestic Product (GDP),25451140017,26349801132,32154094685,36572335624,55435761047,61435207262,73908029005,87044351784,104596000000,127934000000,162141000000,191037000000,207084000000,233225000000,263261000000,290940000000,295883000000,312001000000,346933000000,421092000000,553138000000,860189000000,1072270000000,1187040000000,1484050000000,2000480000000,2564240000000,2773900000000,2824110000000,3230900000000,4114220000000,4251210000000,4527460000000,5252320000000,6149120000000,7561980000000,8501640000000,9352890000000,11043700000000,9968030000000,11991600000000,14589000000000,16209600000000,16647900000000,17228600000000,16712700000000,17514600000000,18876200000000,20452300000000,20428300000000,18723500000000
Algeria,Algerian Dinar,"Agriculture, hunting, forestry, fishing (ISIC A-B)",3375903903,3638690492,3932065996,3793025472,4755185893,6906142787,7390003807,7444229611,9368550452,10896605802,13056292423,16420460101,16272856600,16778507196,18475694884,24331947131,26548626401,32114521042,39184435750,52164552240,63370900991,88205568875,129738000000,132451000000,147114000000,198583000000,280701000000,245201000000,328189000000,363367000000,349733000000,416360000000,421519000000,515282000000,580506000000,581616000000,641285000000,708073000000,727413000000,931349000000,1015260000000,1183220000000,1421690000000,1640010000000,1772200000000,1935110000000,2140300000000,2219060000000,2421570000000,2529050000000,2631400000000
Algeria,Algerian Dinar,"Mining, Manufacturing, Utilities (ISIC C-E)",6943032939,6062783840,9051225581,12006658465,26069787816,23344300064,29513979768,34904586959,37991313829,51822639503,70699758452,80462621734,83177261937,90941153418,102190000000,107761000000,89097457883,94080996633,104789000000,128705000000,198510000000,344721000000,390843000000,394915000000,510756000000,725950000000,996185000000,1099340000000,936214000000,1203170000000,1954000000000,1800050000000,1848290000000,2268460000000,2757310000000,3830170000000,4396070000000,4661470000000,5603910000000,3774520000000,4861070000000,5977400000000,6345950000000,5797940000000,5559320000000,4111000000000,4084160000000,4826770000000,5750600000000,5247650000000,3607800000000
Algeria,Algerian Dinar,Manufacturing (ISIC D),3005632195,3095792234,3617113648,4264302047,4644581024,5119483408,6630779905,7458288383,9466804105,12696497387,14832355678,17435994708,19836419229,23502493682,31048402173,33881007015,40895292847,39739311238,44258468116,44952553521,63292294319,94122469670,117659000000,121113000000,149726000000,176217000000,189436000000,194410000000,223099000000,233377000000,246626000000,265021000000,275123000000,287978000000,314772000000,337169000000,358340000000,381475000000,408866000000,466407000000,500577000000,534047000000,584211000000,617175000000,672033000000,738604000000,772381000000,815327000000,866985000000,904145000000,904100000000
Algeria,Algerian Dinar,Construction (ISIC F),1792866068,2125057045,2783004305,3228606729,4349047480,5335968371,6893163843,8069908149,10757196411,12993251893,16526816485,20089520039,24376724315,28526128454,33688233603,37022736929,44316244204,42599842492,41708141603,50153150026,57185357041,78527678329,102149000000,121496000000,151781000000,191161000000,217686000000,243651000000,265412000000,271258000000,292046000000,320507000000,369939000000,401014000000,458674000000,505424000000,610071000000,732721000000,869989000000,1000050000000,1194110000000,1262570000000,1411160000000,1569310000000,1730200000000,1859780000000,1993650000000,2117390000000,2254100000000,2400390000000,2409600000000
Algeria,Algerian Dinar,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",4569722140,5157825511,5549232147,5645593679,5256173879,5893948143,7792369667,9711652966,14034014060,16160921691,18949507584,22643720858,25930395291,28831101181,34868587898,40108373006,43904146437,42844405641,49638650345,61348226911,71401683861,113033000000,141640000000,183176000000,242389000000,309903000000,351978000000,384035000000,418582000000,454009000000,480924000000,525504000000,563877000000,610700000000,669749000000,737758000000,803569000000,944325000000,1094240000000,1270720000000,1404040000000,1580310000000,1801210000000,2041290000000,2256540000000,2472130000000,2581700000000,2682150000000,2772400000000,2749980000000,2623800000000
Algeria,Algerian Dinar,"Transport, storage and communication (ISIC I)",1260997559,1356845354,1476655099,1764198485,2511012558,2815528991,3235861511,4116463132,4753451606,5680978709,7281649228,7844412943,8409922770,10569882442,12679370456,13811431740,15382681667,15592427860,17382893335,20170955265,25782494509,39527735464,53922290029,61538491538,70826034046,94510782540,140985000000,172422000000,195514000000,226181000000,261288000000,319328000000,344997000000,390551000000,512570000000,645029000000,730238000000,808381000000,830341000000,865215000000,933708000000,1074150000000,1194840000000,1463060000000,1550500000000,1665380000000,1800360000000,1973040000000,2157100000000,2244880000000,2143800000000
